entry_date,exit_date,symbol,pnl,exit_reason,market_condition,put_short,put_long,call_short,call_long,dte,total_credit,entry_spot,entry_vix,collateral,per_contract_collateral,pos_key,remaining_qty
2025-03-10T00:00:00,2025-03-12T00:00:00,SPY,39.130000000000024,ladder_tier_3,unknown,,,,,,,,,,,,
2025-03-10T00:00:00,2025-04-14T00:00:00,SPY,455.35999999999996,expiration,unknown,521.0,516.0,587.0,592.0,35.0,2.2767999999999997,554.073486328125,27.860000610351562,544.6400000000001,272.32000000000005,bt_ic_1,2.0
2025-04-22T00:00:00,2025-05-02T00:00:00,SPY,-138.81000000000037,ladder_tier_1,choppy,491.0,486.0,554.0,559.0,35.0,2.4463,522.697998046875,30.56999969482422,766.11,255.37,bt_ic_2,3.0
2025-05-06T00:00:00,2025-05-08T00:00:00,SPY,23.990000000000066,ladder_tier_2,uptrend,,,,,,,,,,,,
2025-05-06T00:00:00,2025-05-12T00:00:00,SPY,8.220000000000027,ladder_trailing,uptrend,521.0,516.0,587.0,592.0,35.0,2.0079000000000007,553.9755249023438,24.760000228881836,598.4199999999998,299.2099999999999,bt_ic_3,2.0
