entry_date,symbol,put_short,put_long,call_short,call_long,dte,total_credit,entry_spot,entry_vix,collateral,market_condition,exit_date,pnl,exit_reason
2025-03-10T00:00:00,SPY,521.0,516.0,587.0,592.0,35,2.2767999999999997,554.073486328125,27.860000610351562,272.32000000000005,unknown,2025-03-21T00:00:00,122.55999999999996,profit_target
2025-04-22T00:00:00,SPY,491.0,486.0,554.0,559.0,35,2.4463,522.697998046875,30.56999969482422,255.37,choppy,2025-05-19T00:00:00,-247.44000000000003,stop_loss
2025-05-06T00:00:00,SPY,521.0,516.0,587.0,592.0,35,2.0079000000000007,553.9755249023438,24.760000228881836,299.2099999999999,uptrend,2025-06-09T00:00:00,-209.48999999999995,stop_loss
