entry_date,symbol,strike,dte,entry_premium,entry_spot,entry_vix,collateral,per_contract_collateral,pos_key,remaining_qty,market_condition,exit_date,pnl,exit_reason
2025-04-03T00:00:00,SPY,492.0,35,4.8169,532.06640625,30.020000457763672,49200.0,49200.0,bt_wheel_1,1,downtrend,2025-04-04T00:00:00,-1724.95,ladder_hard_stop
